"","45","46","47","52","53","54","55","4","5","6","11","12","13","14","31","32","33","38","39","40","41","18","19","20","25","26","27"
"(2-aminoethyl)phosphonate",0,0,0,0,0,1.58783163128411,1.69531660623456,1.56452425891843,1.59045349600624,1.71417843967021,1.83188607438379,1.73623769729185,1.6876792635599,1.66452357440235,1.6017076148894,0,0,0,0,0,0,1.56434756526453,1.77031286357681,1.81920496090603,1.71925865699252,1.66844752029134,1.78408977632792
"2',4'-Dihydroxyacetophenone",0,0,2.69358885701981,0,0,0,2.6322466987367,3.12420239807001,0,0,0,0,2.70577893042039,2.41423216019153,0,2.62791451100413,0,0,2.64834214332092,0,2.41027991053635,3.08625113161291,0,0,0,0,2.65716325908724
"L-2-aminoadipate",1.46771124995813,0,1.51953358807504,1.47237144157434,0,1.45362208480261,1.40989619498915,1.53768357860928,1.56685424086235,1.5386302227741,0,1.33171974950847,1.38610259573641,0,0,0,1.40190541519289,0,0,1.414671419367,1.43010546122409,1.26818263605358,1.26822320186388,0,1.7141126806487,1.81118867168913,2.00748556707085
"2-Phosphoglyceric acid",2.62526492774591,0,2.54041335130361,0,0,0,0,0,2.24681389344636,0,2.56493731573708,0,0,0,2.38973017177224,0,0,0,0,2.44009311671915,0,2.30718217021446,2.61360298545118,2.32009660132373,2.49500400147599,2.45686146481028,0
"3-Dehydroshikimate",1.20646154866031,1.24627373008989,1.22420550352516,1.22434152297523,0,0,1.10432063749263,1.307946169214,1.15423763836769,1.26467182534497,1.29857899562372,1.09200471709228,1.31381047018287,1.15607135954111,1.23049396665428,0,0,1.21135800046276,1.27702084235925,1.24974830122219,1.13017688700746,1.26073165805699,1.15762896351684,1.26552866398436,0,1.32472248893022,1.2996661096958
"3-hydroxybenzaldehyde",1.01739093930613,1.00939812931552,1.01372737411424,1.01128318454504,1.00466183781947,0.987792182892274,0.991029039489576,0.98564863972379,0.978957466897435,0.970723074218617,0.991632940190571,0.95532160979115,0.974923560345239,0.957938090510314,0.985603995230541,0.996486313009539,1.00445208602572,1.02550043997712,1.0236690219038,1.03651836772406,1.00868293558871,1.01012437614459,0.985565088130869,0.996314349557664,1.01711022987791,1.03208981824978,1.02745490942033
"3-Hydroxymethylglutaric acid",1.01787447856512,1.03373181446325,1.03802537806992,1.07892659932787,1.04025579587084,1.021359812125,1.01858696522461,1.03694741042472,1.02451432787739,1.04317510593632,1.05056886589026,1.03873285162915,1.04905371923059,1.01855978780255,1.01949606622514,0.947033517586817,0.871514695642324,0.92513429571407,0.971369433434787,0.981967366476688,1.05693590380892,1.0286285664313,1.0486532528539,0.968042469096817,0.854239301096029,0.938616877385886,0.878055341809744
"3-Methylhistidine",0.990653420771766,0.948076442392472,0.924659969906241,0.916042850179454,0.968992888323811,0.950412954435698,0.933459217693783,0.998298551249035,0.991285409234274,0.993573725231163,1.03495299670093,0.992498934112136,1.02984846259311,0.958929685949795,0.973376040766168,0.976372679203835,0.99059324246378,1.06092861640638,1.05061499778589,1.0544378426258,0.918953229007227,1.0182016623921,1.05224489385172,1.03936703335303,1.05348353101254,1.08750247782999,1.09223824452789
"3-methylglutaconate",1.30244758762216,1.36702095651471,1.36108966066025,1.42846314280676,1.36707530404597,1.35001614402987,1.35841621733327,1.3694192333903,1.36041633276689,1.3937359227836,1.39872389710149,1.37973154598468,1.40521232537719,1.36784648763594,1.34845381819504,0,0,0,0,1.03946428828775,1.40744541780626,1.33676808108061,1.40454848525264,1.25370515132461,0,0,0
"3-Sulfinoalanine",1.18817807524964,0,1.15737504632972,1.18930410609882,1.15580289291911,1.37299371522471,1.29039560207156,1.12980573159436,1.14964708617244,1.08326899537692,1.16517466317667,1.25737353005216,1.29394773609861,1.19738514440581,0,1.07468587605924,0,1.15553655166212,1.07412423776752,1.17615120874791,1.2651336899122,1.11910204204507,1.1364178528948,1.00718229467726,0,1.21530613326011,1.14570778820324
"cis-vaccenate",1.24414052405721,1.25644551655853,0,1.30165719821689,0,1.23350177628541,1.19751663597731,1.18253722194197,1.2918154061979,1.39582620525817,1.25978610773207,1.32096370285536,1.36420369681555,0,1.23544542704144,0,1.36907883953752,1.40331765225928,0,1.32983484889725,0,0,1.30795711855675,1.273728485647,1.53347645387774,1.66570389150338,1.83306329078328
"6-Phosphogluconic acid",1.45767130276769,1.55221555484889,0,1.70763996580384,1.47857211312892,1.56253879440875,1.43544448118466,1.65037528030307,1.7170963952217,1.6320975738601,1.56513964084927,1.61114973995179,1.73763769889704,1.53347973238231,1.54567831421557,0,0,0,0,0,1.67140901347492,1.5794224355672,1.56243196313429,0,0,0,0
"Acetic acid",0.997168804061148,1.01069478603765,1.02142581612711,1.03636983750078,1.00790410209881,1.01215693999726,0.995205786253569,0.991424141443282,0.979976856114088,0.979315277224128,0.985517937015734,0.994037949144796,0.976412487804915,0.976918193416275,0.993148333192021,1.01699416530312,0.999516706087786,1.01267469831146,1.01677075291585,1.01032626521435,1.00016610797338,0.995939356691415,0.977473274192089,0.994345690875242,1.02125728454331,1.01821053465706,0.978647915803392
"Adenine",0.994734561846368,0.983252710732931,0.999010944758489,0.983169815998432,1.00491584857443,0.997159760631794,1.00128484557855,0.980841800335249,1.01685797820636,1.0305213740612,0.981487164242098,1.00286705115463,1.01218851021693,1.02468668270623,0.984459057956489,0.969701697952799,0.979315181630702,1.01072762789893,0.980934822876932,0.985647216469577,1.00000227091012,0.981826413474146,0.993712718768951,0.991384301320512,0.999584848869666,1.06314632069134,1.04657847213615
