"Gene","mlog10QvalxFC"
"tmem200c",-6.18077901545519
"adamts9",3.04369836195117
"LOC107387333",1.30746157600246
"LOC107379399",1.51644876046692
"LOC107394805",-1.68505688054399
"LOC107387969",-1.78136302235824
"ndrg3",0.746519371985441
"hs3st1",-0.661938719662724
"hemk1",-0.892069600440749
"LOC107386410",2.74388858184599
"yipf2",0.570146963481533
"rbbp6",1.67101288583108
"thbs2",-0.949227524130715
"LOC107386487",2.22287615873071
"bfar",0.638595074667643
"ndnf",0.812528059620138
"arfgap3",0.739826502897342
"glg1",0.733825647943574
"LOC107386485",2.4597791731573
"LOC107391474",-1.15776759805392
"LOC107385666",2.32314346444332
"LOC107392059",0.78569726819254
"LOC107391868",0.855795188098333
"slc12a2",0.872220705769285
"LOC107394356",-3.30216631070406
"gmppa",0.705140690932772
"anks4b",1.04198745519227
"sec16a",0.628707822293831
"LOC107386892",-0.498886704294796
"evpl",1.33770207560741
"gas1",-0.544027172489636
"LOC107386126",-1.83541422058091
"eif2ak3",0.957060128827575
"slc38a10",0.677424383145239
"pxk",0.456320452240987
"p4ha1",1.10952543048274
"galnt5",0.666219253169272
"erlec1",0.778795422412232
"LOC107389246",-0.630236554823373
"LOC107374525",0.804496763845806
"ankzf1",0.62915827192174
"pkd1l1",-0.937610392763557
"ovca2",-0.907461418133749
"LOC107373864",0.525315022465319
"hspa5",1.44368463785677
"etv6",-0.555209985696466
"abhd12b",0.631520549906927
"LOC107384584",-0.416055476297634
"alg2",0.824737554195581
"ero1b",0.447857413509375
"LOC107396290",-0.629443461123627
"LOC107386306",0.71084676570243
"ptprr",-0.570633791165014
"robo2",1.00389675008499
"sil1",0.715322105500363
"LOC107384204",-1.18911081744876
"copb1",0.854304255129415
"LOC107390992",-0.612416865792643
"cpeb4",0.339692007938228
"LOC107396544",0.859947822881122
"lrrc59",1.03175255329766
"cdc20",-1.51505362245667
"rbp4",0.466879324830565
"qpctl",0.72556338664155
"jun",0.617444967688261
"LOC107385524",0.49944336946496
"lad1",0.470262644568962
"LOC107384302",0.420080144330461
"LOC107394922",-0.358568432626971
"LOC107373610",0.638926178978689
"LOC107395177",0.37586471081002
"LOC107386223",-0.478578777908406
"srp68",0.611866771545206
"LOC107376108",-1.02452212157427
"LOC107380415",-0.382833021867967
"LOC107383282",0.815647468938727
"LOC107377276",-0.461154243286519
"akap9",0.338371236229409
"sec62",0.363437594712409
"LOC107376233",-1.23264421693196
"gosr2",0.484886232844488
"LOC107378648",0.428849596322073
"LOC107374720",0.441234451692083
"LOC107390702",0.496386119330179
"cib1",-0.640828855443224
"fhl1",0.69355022357196
"LOC107375119",0.293210520644232
"LOC107392021",-0.551495759351123
"LOC107372769",-1.51908334916996
"LOC107388138",-0.729610124299759
"nek2",-1.80797313762805
"ggt1",1.12233932450609
"lactb2",0.331231165781435
"sec23a",0.501879000396424
"dyrk3",0.62477227005997
"ddx47",0.292094099570388
"tmem39a",0.653020804312268
"golga1",0.558925753351765
"tle3",0.822900179691893
"LOC107383561",1.51183544428201
"taf1c",-0.689579641741226
"mfsd2a",1.0620636544683
"LOC107373273",0.472118251979561
"LOC107373317",-0.940670691878866
"LOC107389370",-1.23205775698426
"shq1",-0.335307164108226
"slc25a35",1.18884429261878
"LOC107386738",0.940341232760891
"cwc25",-0.268603390717704
"osgep",-0.373831067080924
"lxn",-0.314035395437409
"glrx",0.524312541789531
"LOC107390902",-0.522031108144965
"LOC107377923",0.372343677150233
"LOC107394837",-0.432564473055348
"LOC107395778",0.43252400191388
"gmds",-0.631087356676097
"hectd3",0.274443828401682
"slc23a1",-3.52371220435286
"LOC107384003",-0.549362586478542
"rabep1",0.384257154763115
"LOC107392075",-0.446596135462559
"LOC107396572",0.531546486814849
"LOC107395647",1.28798044177764
"golga4",0.261310101865071
"trpm7",0.390047247313495
"LOC107390484",-1.18899877745776
"LOC107374270",0.421208719600323
"arhgap26",-0.525668321762641
"LOC107376761",-0.992057585906898
"alas1",0.479469298513627
"LOC107394412",-0.567728631968448
"LOC107389820",-0.257542918036392
"LOC107390831",-1.16079604413762
"nek3",-0.661802296792106
"ppif",0.533442565541612
"LOC107382995",-1.54863762401541
"LOC107372487",1.11005627798519
"atf2",0.457235331438035
"LOC107391299",-0.595836967035669
"limch1",0.442507986991759
"LOC107376566",-0.512927188891468
"LOC107374920",-1.44483229531397
"znrf3",-0.483184680671421
"LOC107388818",-0.485947718251031
"trip11",0.32704534283864
"hs6st3",-0.731491027090635
"LOC107375489",0.310887794709548
"dym",0.442754127202172
"lck",-1.9532640442168
"LOC107381487",0.614531315134309
"LOC107389298",-0.532557061559661
"LOC107392244",-0.374769482512149
"LOC107383432",-0.862995590984868
"LOC107386039",0.331121555603172
"LOC107379435",-0.309786493171285
"arfgef1",0.323290510710386
"nell2",-1.3306516559524
"LOC107386809",-0.720789602277033
"LOC107387929",1.24222240002065
"LOC107373198",-0.476290597026967
"shank3",-0.458165906646255
"nup58",-0.362928211044362
"LOC107395039",-0.41583766670531
"LOC107379431",-0.595951172259789
"sipa1l2",-0.458523527935132
"tmem129",0.296004074909631
"abhd5",0.290083158569628
"atp5s",-0.383411143622413
"col21a1",-0.626178628491411
"LOC107389641",-2.21248564770684
"LOC107376722",0.255697180158647
"mon2",0.396267996128659
"slc40a1",0.760203286366187
"amdhd2",-0.349001927614577
"LOC107391402",1.09094970896356
"celsr3",0.646213936782176
"LOC107377414",-0.366795913289534
"stam",0.216309452303974
"LOC107383483",-0.578420359589144
"napg",0.357508937287773
"LOC107384927",-0.308329840756031
"lrrc58",-0.468121344658407
"tmem38b",-0.244897591523701
"LOC107374492",-2.65841716894669
"LOC107386291",-0.199817026603193
"zc3h3",0.314159667317417
"LOC107374471",0.393757497053521
"neil3",-1.27996633201613
"dach1",-0.412291242310196
"LOC107383782",0.36569753143147
"zbtb16",-0.477448007663794
